"bat_H2.std","bird_H2.std","insect_H2.std","herbs_H2.std","pollen_H2.std","seed_H2.std","spont_tree_H2rare.std","soil_fauna_H2.std","bact_H2.std","fungi_H2.std","BioDiv_meanFunction","PlotID"
0.666666666666668,0.182222222222222,0.472393039059706,0.504788451966154,0.177498454218733,0.252095431040325,0.304922365378262,0.644163749726184,0.729146516792478,0.576904518659053,0.451080141572978,25
0.666666666666668,0.776842105263158,0.89314591603657,0.397591752750484,0.470248418690064,0.252190676365851,0.172998568439599,0.951914967354897,0.716800649330474,1,0.629839972089776,26
1,0,0.286438789074505,0.137224446502263,0.172984728741526,0.402342880758412,1,0.79466364173674,0.760937879897463,0.68619708639231,0.524078945310322,27
1,0.328,0.262439797751474,0.683558407986809,0.202557346365596,0.286469246875112,0.183349851337958,0.49454845112859,0.533175986030581,0.435481960371708,0.440958104784783,28
0.5,0.364444444444444,0.457734713612733,0.350529871812671,0.166738994975743,0.515817337352751,0.386080828102632,0.528222230480717,0.586147109238216,0.384853106953594,0.42405686369735,29
1,0.939883040935673,0.770617371478805,0.260784305883828,0.344280009879796,0.467970539113588,0.142164959806189,0.79032012195122,0.411222569391369,0.608150890213563,0.573539380865403,30
0.5,0.414141414141414,0.444707292396915,0.432709207783166,0.246524191143312,0.559776864980563,0,0.506579767901632,0.355197468545191,0.677934897779566,0.413757110467176,31
0.5,0.583111111111111,0.558598504774453,0.445292843436001,0.248357097356229,0.360879274753087,0.266490474617333,0.409959137054911,0.418304348795229,0.264670353733519,0.405566314563187,32
0.5,0.485925925925927,0.407419194995789,0.354779345278708,0.246667775178509,0.270831027228086,0.284550159674045,0.641871533376966,0.472281109447602,0.728430132772239,0.439275620387787,33
0.694444444444445,0.364444444444444,0.887164692346656,0.210357120873967,0.202557346365596,0.582451687929811,0.546856073119701,0.632329092285037,0.447679085681,0.680938542520188,0.524922253001085,34
0.5,0.328,0.849392910920923,0.367255524753749,0.152736686390533,0.290493588335208,0.338398854751679,0.658762096742514,0.662357690130727,0.448322404553824,0.459571975657916,35
0.45,0,0.813630470037969,0.659268952959234,0.160891251923516,0.267150438633968,0.399735711925999,1,0.362884154583604,0.592863591655958,0.470642457172025,36
1,0.182222222222222,0.953598817235181,0.205272607269038,0.185364647260336,0.26082578548104,0.110120030833609,0.726183439157816,0.34816981788539,0.255250004657532,0.422700737200216,37
0.5,0.872340425531915,0.76794369055312,0.52729133848809,0.18048035993265,0.67383237288017,0.220790661821385,0.788306455649761,0.459814723957959,0.635524117168974,0.562632414598402,38
0.75,0.811717171717171,0.64668692568994,0.360499068921894,0.187258129296146,0.271841030115693,0.110120030833609,0.765641479563898,0.520972727662664,0.796168408064485,0.52209049718655,39
0.5,0.702857142857143,0.609689217698489,0.221838531458172,0.155645692752042,0.249153045957975,0.110120030833609,0.703441984399505,0.625955485175443,0.734034576588108,0.461273570772049,40
0.25,0.485925925925927,0.647653381522141,0.195441773337497,0.202557346365596,0.925699749773729,0.261645193260654,0.728253977798735,0.619425650321776,0.588214297887623,0.490481729619368,41
0.75,0.364444444444444,0.783652799709626,0.72833829597055,0.209602851251924,0.273522274999607,0,0.434674411076596,0.543445148390215,0.527474433643187,0.461515465948615,42
0.25,0.489975308641976,0.719459405600792,0.114509798827994,0.49811557248449,0.342867283238101,0.224644862900562,0.782558473858142,0.502460586822503,0.700229970622576,0.462482126299714,43
0.25,0.182222222222222,0.695479320419325,1,0.205364923368786,0.254703645262019,0.304922365378262,0.780442077359848,0.610844384760736,0.518437787527759,0.480241672629896,44
0.25,0.59525925925926,0.688981888466772,0.417209898452136,0.185379234865388,0.344691407865214,0.538927430899681,0.769888012673404,0.497728937546296,0.628691669348283,0.491675773937643,45
0.5,0.364444444444444,0.47734997470191,0.71994554757546,0.200882518378542,0.608766089435268,0.938442902764013,0.696132165694563,0.438855884424935,0.450138503646284,0.539495803106542,46
0.666666666666668,0,0.586969626141838,0.632236168063404,0.202557346365596,0.479713699880518,0.158462724369563,0.873949480518167,0.412714577103169,0.622389676587507,0.463565996569643,47
0.25,0.182222222222222,0.736793381287375,0.623100634858425,0.195465429217472,0.304063276514982,0.309767646734941,0.561833418759601,0.352577007050314,0.209387045493784,0.372521006213912,48
0.5,0.364444444444444,0.606889315981286,0.376448050906927,0.20193180797669,0.800922264456513,0.211650699262196,0.871817680941891,0.274504557238708,0.520954955351135,0.472956377655979,49
0.75,0.182222222222222,0.560053833831279,0.326539451089525,0.177715200143581,0.745626701537435,0.235546745953089,0.2981860634337,0.334568833799627,0.142200389311047,0.37526594413215,50
0.5,0.182222222222222,1,0.379967475205571,0.40821822271266,0.276847526575447,0.136989318357009,0.803694995845555,0.47730623141849,0.132065222881024,0.429731121521798,51
0.5,0,0.418653957927192,0.284895561964448,0.195530954830263,0.388509084111602,0.439489043056932,0.691341866527836,0.486598247440979,0.33384976852571,0.373886848438496,52
0.25,0,0.630669162711459,0.652458260923871,0.287504350852767,1,0,0.460544602954368,0.559178675197699,0.577957304531726,0.441831235717189,53
0.5,0.328,0.539636243948085,0.283756807566332,0.196205381925428,0.449741604310259,0,0.659368290702113,0.504696205744682,0.173800745570899,0.36352052797678,54
0.5,0,0.47696383354642,0.612025015376116,0.183368622802573,0.347354695224473,0,0.522561680593602,0.553016250889889,0.337404059463307,0.353269415789638,55
0.75,0.182222222222222,0.409922917416508,0.502165717520431,0.182949475659609,0.710545154535261,0,0.473850110667865,0.36993299976219,0.821974692846579,0.440356329063067,56
