"Y.NetChange.std","microclimate_buffer.std","Kfs.std","ETmean.std","litter_weight.std","decomp.all.t1.std","soil_decomp_metabo.std","soil_herbi_metabo.std","soil_predator_metabo.std","insect_predator_N.std","vert_insecti_activity.std","soilNC.std","soil_decompact.std","soilP.std","PollRate.std","insect_pollinator_N.std","invasion_resist.std","seed_N_native.std","total_AGB.std","EF_meanFunction","PlotID"
0.388347779262514,0.795555555555555,0.055829465301479,0.308437142038376,0.256404081852288,0.68850333238074,0.33930975528153,0.0710500490677134,0.0847106248200403,0.16304347826087,0.59040379515147,0.931623403911612,0.638655462184875,0.0852183002297148,0.445032729837548,0.333333333333333,0.65,0.00524077919509542,0.523187011072403,0.387046635723008,11
0.569504004598115,0.722745625841187,0.83617747440273,0.554898052581999,0.263948530302761,0.690302842373441,0.866453863356583,0.124337585868499,0.191255371880811,0.173913043478261,0.0828769937619065,0.769275196219435,0.672566371681416,0.255944098194321,0.553459119586923,0.528455284552846,0.88,0.0367843369919905,0.378819515454235,0.481669332164603,12
0.428464928952937,0.81117824773414,0.282650739476678,0.357076357742964,0.890690249287215,0.641925823706284,0.195190474437189,0.0408243375858685,0.151733398634594,0.239130434782609,0.0104590788539838,0.775328356859522,0.666666666666667,0.0783661678650426,0,0.170731707317073,0.82,0.0128547414219322,1,0.398593247964458,13
0.560982840720262,0.802690582959642,0.656108361774744,0.254733083329078,0.140043824361909,0.796360152355606,0.223706331432084,0.186113837095191,0.130552647795679,0.423913043478261,0.156960890515857,0.839541279213596,0.638655462184875,0.0906483489240178,0.575252303512274,0.398373983739837,0.9,0.0114703846534164,0.556565314973751,0.43908803542211,14
0.545285091976558,0.841692789968654,0.710514846416382,0.0551831817862426,0.76353247616397,0.945996275593295,0.368704786633732,0.0532875368007851,0.114549892226011,0.25,0.0895371857607112,0.814989091086475,0.703703703703704,0.0546872856114232,0.385252214306991,0.292682926829268,0.5,0.00553742707406309,0.527833827325568,0.422261607329675,15
0.548026781519442,0.795555555555555,0.192640898748578,0.047293974686406,0.109694565836794,0.791982685197037,0.235827795804872,0.0564769381746811,0.0689737386675852,0.239130434782609,0.0341003324492921,0.818596795968735,0.655172413793103,0.0430918407784179,0.539353100029787,0.0731707317073171,0.5,0.0110748541481262,0.493498326653081,0.329140092868496,16
0.83365006177132,0.721774193548389,0.360011376564278,0.546604905131971,0.496390415065058,0.79356917056125,0.586270344514045,0.373012757605496,1,0.532608695652174,0.0363565051735086,0.831772233872839,0.633333333333333,0.352524165174247,0.197886792460298,0.536585365853659,0.7,0.0182932858696727,0.474939416855939,0.527662264158288,17
0.5324681169072,0.8592,0.0413929465301479,0.383004866574387,0.302635261697909,0.588851768205147,0.301138348298401,0.0317958783120707,0.0476137681607918,0.152173913043478,0.0690949161405999,0.842489968734155,0.655172413793103,0.0728918924570748,0,0.178861788617886,0.5,0.0156234549589637,0.587907954974658,0.324332487231893,18
0.608970234608823,0.773775216138329,0.198327133105802,0.383562183323466,1,0.706807879443491,0.469076978982738,0.0888125613346418,0.228623479929281,0.369565217391304,0.417548840162863,0.872427081843298,0.672566371681416,0.0560757121201765,0.226733093244405,0.203252032520325,0.72,0.0195787600118659,0.498432059002018,0.448112359728644,19
0.468131069354033,0.760623229461756,0.0937042662116041,0.350670395955763,0.715240657473798,0.791265023792583,0.316874480731642,0.0726202158979392,0.0298096665599242,0.239130434782609,0.11717306040118,0.81746599629612,0.745098039215687,0.100421587893558,0.589533641654322,0.51219512195122,0.55,0.0169089291011569,0.502041955114647,0.409942514307871,20
0.636868868944549,0.67125,0.165802844141069,0.231145813952817,0.171021165702104,0.597210862666985,0.179687102294466,0.47747791952895,0.0238889591535234,0.315217391304348,0.0365171267416234,0.844160721794688,0.608,0.725326254801488,0.41935776474224,0.154471544715447,0.94,0.0104815583901908,0.602184305978898,0.411056326571231,21
0.628299444761,0.81117824773414,0.343686006825939,0.364682374017962,0.0864546639621416,0.474466913237679,0.314225431703104,0,0.153468008212889,0.0869565217391304,0.153987523813081,0.799779193468389,0.598425196850394,0.112064205960695,0,0.146341463414634,0.6,0.00187876990012855,0.533101806788601,0.326789251178416,22
0.535539966826104,0.692903225806451,0.244642718998862,0.0549451951248344,0.771083048191769,0.828479143863322,0.521705137214913,0.0281157998037291,0.0203809897984721,0.195652173913043,0.0667177169325016,0.826242442974269,0.690909090909091,0.0485350292685952,0.184595888780551,0.0975609756097561,0.85,0.0282804311282508,0.513933327606773,0.378959068565857,23
0.65829842066058,0.8592,0.401820250284414,0.32718661571554,0.394261730670905,0.996170518579967,0.702895736516632,0.0617762512266928,0.0279571917946455,0.826086956521739,0.679212580777707,0.861857151074114,0.660869565217391,0.563643907751403,0.130188679250196,0.170731707317073,0.75,0.00138435676851577,0.625548494233093,0.510478427071611,24
0.468121189421469,0.795555555555555,0.141187144482366,0.438913695615416,0.472985478537728,0.874301675988632,0.135619528172159,0.00529931305201178,0.0328973039011224,0.130434782608696,0.0521982742519891,0.739296787465222,0.703703703703704,0.083658326848661,0.4339622643843,0.154471544715447,0.55,0.000988826263225551,0.734001459393086,0.365662992334778,25
1,0.746870653685677,0.325312855517634,0.607483828157944,0.144780537729928,0.457169459943623,1,0.37090284592738,0.110896071429532,0.173913043478261,0.401964812670427,0.821691862749456,0.575757575757576,0.100724996701137,0.204170438243554,0.479674796747967,0.35,0.00781172747948186,0.449343704749189,0.43834048478783,26
0.407427993097499,1,0.118259385665529,0.168946848399221,0.487447712488793,0.993803457239234,0.457079738809017,0.0896467124631992,0.120425929264742,0.282608695652174,0.189694071943521,0.918941023860486,0.745098039215687,0.606455807528,0.0289308173218464,0.146341463414634,0.94,0.00415307030554731,0.913192255662268,0.453602790649021,27
0.395589219418287,0.913265306122447,0.0928327645051195,0.335404873601755,0.10609380633478,0.692022866073964,0.0660110745233137,0.0869479882237488,0.040150587576794,0.282608695652174,0.0673788801314856,0.767075308136967,0.703703703703704,0.292926071565346,0.225837505140598,0.0813008130081301,0.7,0.00583407495303075,0.480136850641118,0.333427388911198,28
0.530152679028754,0.833850931677018,0.355176336746303,0.436429691941578,0.204407400205009,0.675977653672061,0.328787517388987,0.25161923454367,0.0383341720239713,0.239130434782609,0.00836726308318703,0.774131921428509,0.608,0.0661717577420415,0.0659739926345651,0.178861788617886,0.75,0.272026105013349,0.418508835687374,0.370310932432467,29
0.365576428125538,0.843014128728417,0.0552161547212742,0.0279944185401823,0.613693728643181,0.902234636892524,0.214283221568907,0.171736997055937,0.051290193239705,0.130434782608696,0.918127824885137,0.83049475252211,0.598425196850394,0.0559077976893022,0.0271226417274386,0.113821138211382,0.91,0.00187876990012855,0.803121456118608,0.401809172001519,30
0.528784525782116,0.767142857142858,0.72127417519909,0.387516418973778,0.194783941800787,0.88865662807381,0.450643452536271,0.0911678115799804,0.0928330969750626,0.206521739130435,0.0295842516155541,0.854932258564469,0.62809917355372,0.564568848648558,0.420400943195109,0.138211382113821,0.7,0.0108770888954811,0.508274750758474,0.430751228659967,31
0.583100899892879,0.802690582959642,0.262488623435722,0.533706112106586,0.42842607987712,0.593548805151418,0.481755851424016,0.0636408243375859,0.0803926686777302,0.347826086956522,0.026483881812409,0.821091800285649,0.800000000000001,0.101740847602545,0.381886792684222,0.447154471544715,0.65,0.0530999703352121,0.403599369635389,0.41382282466944,32
0.437119568242874,0.914821124361158,0.0828990329920364,0.564555266645937,0.421010230008358,1,0.470681007944906,0.0230618253189401,0.0183945039301851,0.239130434782609,0.0412386537671361,0.693313037447539,0.678571428571429,0.181904929440256,0.0813679245313724,0.16260162601626,0.88,0.000692178384257886,0.637036788845709,0.396231555854261,33
0.545597666623026,0.692903225806451,0.122696245733788,0.276516239727525,0.525461853223932,0.815897025252967,0.539495131083744,0.0370951913640824,0.0662332385209265,1,0.424070822905383,0.901827112882827,0.741463414634147,0.078627679640502,0.520047169519624,0.390243902439024,0.9,0.0105804410165134,0.48984841109511,0.477821303761556,34
0.697107797527894,0.763869132290183,0.354835039817975,0.426470378951131,0.0992566499265383,0.787987206860248,0.353831820284723,0.0726202158979392,0.026070810605714,0.489130434782609,0.908498001568862,0.954260945064968,0.80440304826418,0.219899757707926,0.491583809622324,0.105691056910569,0.85,0.0141402155641254,0.37637105218316,0.462948809149004,35
0.445341213296009,0.721774193548389,0.343003412969283,0.447190869781013,0.471956689884043,0.856342792219171,0.781714069831289,0.0387144259077527,0.153823218365441,0.652173913043478,0.00682828433752942,0.825778221880173,0.79166666666667,0.0876400529461605,1,0.40650406504065,0.45,0.019776525264511,0.400492198268426,0.468458990171052,36
0.555932901706692,0.788546255506607,0.289135381114903,0.368075996184624,0.293719095367354,0.214905601870977,0.170959391813689,0.0389597644749755,0.00786037011821502,0.543478260869565,0.03228867057637,0.917764519724987,0.767676767676768,0.476736102376847,0.609613657126778,0.105691056910569,0.75,0.0019776525264511,0.375656441897014,0.384683046728599,37
0.417317101064643,0.687580025608197,0.591581342434585,0.916569634137184,0.363031674292679,0.961162085147171,0.347535126153196,0.413493621197252,0.079196256300271,0.184782608695652,0.232419409062045,0.88878005751215,0.88372093023256,0.10414773788162,0.287429551878771,0.113821138211382,0.3,0.374468505883516,0.394635869018343,0.449561719721643,38
0.391345361810891,0.81859756097561,0.412286689419795,0.857301331890683,0.457041639394389,0.96036707927959,0.497153568964441,0.00529931305201178,0.0909709346601688,0.217391304347826,0.281610698143514,0.900575168391874,0.678571428571429,0.251447646719687,0.569575471719607,0.154471544715447,0.5,0.00721843172154652,0.569448948913259,0.453719690667988,39
0.476763460907242,0.754213483146066,0.0491956769055745,0.497554011277893,0.138831323704611,0.975227691780959,0.310070324343621,0.0103532875368008,0.0533579468853183,0.16304347826087,0.335426394232565,0.843925598028596,0.710280373831776,0.0738319098969289,0.432412398752167,0.0975609756097561,0.35,0.00988826263225551,0.603785558543622,0.362406429277717,40
0.512221327970598,0.754213483146066,0.543117178612059,0.495764263046104,0.0585166282939829,0.854079884025363,0.871275235041469,0.831108930323847,0.139998008670357,0.804347826086957,0.121930447125621,0.791566467824111,0.703703703703704,0.092624802733174,0.455913662705884,0.357723577235772,0.94,0.0401463462869574,0.493369685731208,0.519032708345433,41
0.599133388457669,0.788546255506607,0.0828213879408419,0.377456775894268,0.232377585502878,0.660312923377971,0.0968945551060788,0.0177625122669284,0.0389972309754017,0.456521739130435,0.054850397818535,0.767246058590674,0.660869565217391,0.0549887052482175,0.16023222051548,0.130081300813008,0.45,0.0207653515277366,0.508654963628477,0.324132258816768,42
0.697495233992085,0.773775216138329,0.0905624004550626,0.598754622867377,0.136832943031824,0.927982145121042,0.0969332951269216,0.405004906771344,0.0385020895506323,0.41304347826087,1,0.714289287889721,0.672566371681416,0.130455376938177,0.183077830195588,1,0.83,0.0512212004350836,0.378734587678733,0.481012157164958,43
0.439412362086462,0.781659388646287,1,0.809162302177593,0.388324764334637,0.698903544337509,0.449893625025413,0.558979391560353,0.0738449615323551,0.326086956521739,0.00778080759030294,0.931443389428107,0.678571428571429,0.0765598337226469,0.621355060353636,0.0569105691056911,0.55,0.00642737071096608,0.540168331610307,0.473446530911339,44
0,0.760623229461756,0.674630261660979,1,0.535655839983599,0.47245879601258,0.575682792867354,0.0548577036310108,0.0195548570951882,0.434782608695652,0.117728138657503,0.921736668718368,1,0.10038351193113,0.545385007775298,0.0894308943089431,0.8,0.000889943636902996,0.609515490101615,0.458595565501994,45
0.632795347979536,0.950442477876107,0.310011376564278,0.397013888160967,0.182773245189983,0.875754004295864,0.567131813721331,0.128263002944063,0.123945200761011,0.184782608695652,0.0180019424003586,0.905508221485741,0.863636363636367,0.123152741975847,0.572041166540454,0.0975609756097561,0.7,0.00622960545832097,0.378198954356623,0.421960154613277,46
0.570979972952873,0.881773399014781,0.39641638225256,0.428075931486684,0.585727625740675,0.837988826779885,0.316722081971963,0.0956820412168793,0.149014426375968,0.239130434782609,0.118527884651302,1,0.660869565217391,0.0785526261690681,0.402964959552942,0.138211382113821,0.65,0.0355977454761198,0.514541158573134,0.426356654964666,47
0.626206908068664,0.785087719298247,0.220250284414107,0.39706419866087,0.542347047150454,0.91003644234767,0.308774614720888,0.0211972522080471,0.030833317635915,0.380434782608696,0.125183967726271,0.862394123757401,0.690909090909091,0.402736041896257,0.342907681767657,0.0894308943089431,0.4,0.0462770691189558,0.643520888380182,0.411873280262017,48
0.465981289598371,0.666253101736975,0.536575654152446,0.944011431867379,0.0802579997921435,0.91451171700456,0.604937911912876,0.0490677134445535,0.0261768354542788,0.902173913043478,0.0231593888909641,0.845776598295378,0.589147286821705,0.0855514613488727,0.854211966088838,0.284552845528455,0.8,0.0910708988430733,0.384942516470616,0.481492659489209,49
0.510978355396002,0.655677655677655,0.216382252559727,0.738454312383961,0.299914279630918,0.33202175241269,0.00307518925780844,0.0858684985279686,0.0164171674143123,0.326086956521739,0.0294908669829293,0.82552693862772,0.783505154639178,0.093864215853047,0.732311320782351,0.0731707317073171,0.9,0.0722831998417878,0.502626432081312,0.37882396212097,50
0.333268784440578,0.740689655172416,0.138339021615472,0.70843976279386,0.296891193014161,0.771061452535459,0.164064308434599,0.126692836113837,0.198673343899938,0.239130434782609,0.10985768181988,0.748030497286258,0.678571428571429,0.0565601874030916,0.987264151197633,0.154471544715447,0.6,0.0158212202116088,0.699332165789904,0.408797877357799,51
0.456816466002392,0.826153846153847,0.0865934584755404,0.485572658741205,0.174015275475512,0.908396592381782,0.62500268138574,0.081648675171737,0.1890606036958,0.58695652173913,0.00387732994658399,0.758711140279274,0.703703703703704,0.772929703458036,0.0562276690775935,0.390243902439024,0.75,0.0549787402353406,0.367279669387049,0.435693086197331,52
0.495287894134591,0.802690582959642,0.0593856655290102,0.252316356800761,0.0826296735186551,0.617644204772149,0.0953603222145205,0.294455348380765,0.048007728511804,0.293478260869565,0.00156886182809757,0.724727256833517,0.64957264957265,0.399590063453833,0.302135991209515,0.0813008130081301,0.87,0.00375753980025709,0.340901313394629,0.337621606673268,53
0.487841892589534,0.788546255506607,0.147155858930603,0.393701406026742,0.197098715768613,0.898511017343997,0.302866281294173,0.0911678115799804,0.0132143558721351,0.184782608695652,0.134025624743192,0.730188337286222,0.546762589928058,0.0506604695197367,0.293681439435611,0.121951219512195,0.75,0.00741619697419163,0.564839744447475,0.35286378028709,54
0.487241941252743,0.788546255506607,0.054448236632537,0.0596602391472765,0.190047228432768,0.959284395250004,0.324813303515257,0.0260058881256133,0.0533778601817492,0.206521739130435,0.00410892383549363,0.712529841867218,0.730769230769231,0.0591357294780726,0.112663280070289,0.341463414634146,0.9,0.0443982992188273,0.555103290923438,0.347901005156405,55
0.498117022456707,0.760623229461756,0.146928327645051,0.370006316295176,0.0438521066183756,0.898511017343997,0.637229800360826,0.0105986261040236,0.0340544278829206,0.293478260869565,0.0233909827798737,0.82023128880549,0.64957264957265,0.0437696771799331,0.792452829992168,0.219512195121951,0.78,0.0400474636606348,0.535630383875365,0.399895084527709,56
